"Peter Chambers","Europe","Great Britain","M","B","Rowing","0","1","0"
"Richard Chambers","Europe","Great Britain","M","C","Rowing","0","1","0"
"Miles Chamley-Watson","North America","United States of America","M","B","Fencing","0","0","0"
"Ludovic Chammartin","Europe","Switzerland","M","C","Judo","0","0","0"
"Caren Chammas","Asia","Lebanon","F","A","Judo","0","0","0"
"Peng Soon Chan","Asia","Malaysia","M","B","Badminton","0","0","0"
"Seyha Chan","Asia","Cambodia","F","A","Athletics","0","0","0"
"Gurwinder Singh Chandi","Asia","India","M","B","Hockey","0","0","0"
"Tyson Chandler","North America","United States of America","M","C","Basketball","1","0","0"
"Chia-Che Chang","Asia","Taipei (Chinese Taipei)","M","C","Athletics","0","0","0"
"Gyucheol Chang","Asia","Republic of Korea","M","B","Swimming","0","0","0"
"Hao Chang","Asia","Taipei (Chinese Taipei)","M","B","Sailing","0","0","0"
"Ming-Huang Chang","Asia","Taipei (Chinese Taipei)","M","D","Athletics","0","0","0"
"Soniya Chanu Ngangbam","Asia","India","F","D","Weightlifting","0","0","0"
"Candace Marie Chapman","North America","Canada","F","C","Football","0","0","1"
"David J Chapman","North America","Australia","M","D","Shooting","0","0","0"
"Hayley Chapman","North America","Australia","F","B","Shooting","0","0","0"
"James Chapman","North America","Australia","M","D","Rowing","0","1","0"
"Emmie Charayron","Europe","France","F","B","Triathlon","0","0","0"
"Germain Chardin","Europe","France","M","C","Rowing","0","1","0"
"Illia Charheika","Europe","Belarus","M","A","Shooting","0","0","0"
"Afia Charles","North America","Antigua and Barbuda","F","B","Athletics","0","0","0"
"Peter Charles","Europe","Great Britain","M","D","Equestrian","1","0","0"
"Tina Charles","North America","United States of America","F","B","Basketball","1","0","0"
"Cedric Charlier","Europe","Belgium","M","B","Hockey","0","0","0"
"Natalia Charlos","Europe","Poland","F","A","Swimming","0","0","0"
"Samantha Charlton","Oceania","New Zealand","F","B","Hockey","0","0","0"
"Andrew Charter","North America","Australia","M","C","Hockey","0","0","0"
"Renee Chatterton","North America","Australia","F","B","Rowing","0","0","0"
"Theodoros Chatzitheodorou","Europe","Greece","M","D","Water Polo","0","0","0"
"Garima Chaudhary","Asia","India","F","B","Judo","0","0","0"
"Anastasia Chaun","Asia","Russian Federation","F","B","Swimming","0","0","0"
"Sylvain Chavanel","Europe","France","M","D","Cycling - Road","0","0","0"
"Darvin Chavez","North America","Mexico","M","B","Football","1","0","0"
"Erika Chavez","South America","Ecuador","F","B","Athletics","0","0","0"
"Arantxa Chavez Munoz","North America","Mexico","F","B","Diving","0","0","0"
"Nikolay Chavkin","Asia","Russian Federation","M","C","Athletics","0","0","0"
"Yuri Cheban","Europe","Ukraine","M","C","Canoe Sprint","1","0","0"
"Radhouane Chebbi","Africa","Tunisia","M","C","Wrestling","0","0","0"
"Nihel Cheikh Rouhou","Africa","Tunisia","F","C","Judo","0","0","0"
"Anthony Chemut","Africa","Kenya","M","A","Athletics","0","0","0"
"Cheng Chen","Asia","People's Republic of China","M","B","Swimming","0","0","0"
"Chieh Chen","Asia","Taipei (Chinese Taipei)","M","B","Athletics","0","0","0"
"Ding Chen","Asia","People's Republic of China","M","B","Athletics","1","0","0"
"Fei Chen","Asia","People's Republic of China","F","B","Judo","0","0","0"
"Hung Ling Chen","Asia","Taipei (Chinese Taipei)","M","C","Badminton","0","0","0"
"I-Chuan Chen","Asia","Taipei (Chinese Taipei)","F","B","Swimming","0","0","0"
"Jianghua Chen","Asia","People's Republic of China","M","B","Basketball","0","0","0"
"Jin Chen","Asia","People's Republic of China","M","C","Badminton","0","0","0"
"Jinyan Chen","Asia","People's Republic of China","F","B","Fencing","0","0","0"
"Long Chen","Asia","People's Republic of China","M","B","Badminton","0","0","1"
"Nan Chen","Asia","People's Republic of China","F","C","Basketball","0","0","0"
"Qian Chen","Asia","People's Republic of China","F","C","Modern Pentathlon","0","0","0"
"Qian Chen","Asia","People's Republic of China","F","A","Swimming","0","0","0"
"Ruolin Chen","Asia","People's Republic of China","F","A","Diving","2","0","0"
"Shih-Chieh Chen","Asia","Taipei (Chinese Taipei)","M","B","Weightlifting","0","0","0"
"Szu-Yu Chen","Asia","Taipei (Chinese Taipei)","F","A","Table Tennis","0","0","0"
"Weixing Chen","Europe","Austria","M","D","Table Tennis","0","0","0"
"Xiaodong Chen","Asia","People's Republic of China","F","B","Fencing","0","0","0"
"Xiaoli Chen","Asia","People's Republic of China","F","D","Basketball","0","0","0"
"Yin Chen","Asia","People's Republic of China","M","C","Swimming","0","0","0"
"Ying Chen","Asia","People's Republic of China","F","D","Shooting","0","1","0"
"Yu-Cheng Chen","Asia","Taipei (Chinese Taipei)","M","A","Archery","0","0","0"
"Lauren Cheney","North America","United States of America","F","B","Football","1","0","0"
"Changsong Cheng","Asia","People's Republic of China","M","C","Cycling - Track","0","0","0"
"Chu Sian Cheng","Asia","Malaysia","M","C","Archery","0","0","0"
"Colin Cheng","Asia","Singapore","M","B","Sailing","0","0","0"
"Feiyi Cheng","Asia","People's Republic of China","M","B","Swimming","0","0","0"
"Ming Cheng","Asia","People's Republic of China","F","C","Archery","0","1","0"
"Shao Chieh Cheng","Asia","Taipei (Chinese Taipei)","F","C","Badminton","0","0","0"
"Wan-Jung Cheng","Asia","Taipei (Chinese Taipei)","F","B","Swimming","0","0","0"
"Wen Cheng","Asia","People's Republic of China","M","B","Athletics","0","0","0"
"Wen Hsing Cheng","Asia","Taipei (Chinese Taipei)","F","D","Badminton","0","0","0"
"Eunbi Cheon","Asia","Republic of Korea","F","B","Hockey","0","0","0"
"Seul Ki Cheon","Asia","Republic of Korea","F","B","Hockey","0","0","0"
"Jun Hoong Cheong","Asia","Malaysia","F","B","Diving","0","0","0"
"Joyce Chepkirui","Africa","Kenya","F","B","Athletics","0","0","0"
"Nixon Kiplimo Chepseba","Africa","Kenya","M","B","Athletics","0","0","0"
"Alexey Cheremisinov","Asia","Russian Federation","M","C","Fencing","0","0","0"
"Yuliya Chermoshanskaya","Asia","Russian Federation","F","C","Athletics","0","0","0"
"Svitlana Cherniavska","Europe","Ukraine","F","C","Weightlifting","0","0","0"
"Olga Chernoivanenko","Asia","Russian Federation","F","B","Handball","0","0","0"
"Tatyana Chernova","Asia","Russian Federation","F","B","Athletics","0","0","1"
"Janet Cherobon-Bawcom","North America","United States of America","F","D","Athletics","0","0","0"
"Vivian Jepkemoi Cheruiyot","Africa","Kenya","F","C","Athletics","0","1","1"
"Igor Chervynskiy","Europe","Ukraine","M","D","Swimming","0","0","0"
"Andrew Chetcuti","Europe","Malta","M","A","Swimming","0","0","0"
"William Chetcuti","Europe","Malta","M","C","Shooting","0","0","0"
"Bharat Kumar Chetri","Asia","India","M","D","Hockey","0","0","0"
"Seba Chevallier","Europe","Switzerland","M","C","Beach Volleyball","0","0","0"
"Samantha Cheverton","North America","Canada","F","B","Swimming","0","0","0"
"Milcah Chemos Cheywa","Africa","Kenya","F","C","Athletics","0","0","0"
"Andrea Chiarabini","Europe","Italy","M","A","Diving","0","0","0"
"Anna Chicherova","Asia","Russian Federation","F","D","Athletics","1","0","0"
"Kenta Chida","Asia","Japan","M","C","Fencing","0","1","0"
"Yu Chin Chien","Asia","Taipei (Chinese Taipei)","F","C","Badminton","0","0","0"
"Marcelo Chierighini","South America","Brazil","M","B","Swimming","0","0","0"
"Eilidh Child","Europe","Great Britain","F","C","Athletics","0","0","0"
"Simon Child","Oceania","New Zealand","M","B","Hockey","0","0","0"
"Chatuphum Chinnawong","Asia","Thailand","M","A","Weightlifting","0","0","0"
"Zulfiya Chinshanlo","Asia","Kazakhstan","F","A","Weightlifting","1","0","0"
"Rares Daniel Chintoan","Asia","Romania","M","C","Wrestling","0","0","0"
"Mihnea Chioveanu","Asia","Romania","M","B","Water Polo","0","0","0"
"Iosif Chirila","Asia","Romania","M","C","Canoe Sprint","0","0","0"
"Tatiana Chisca","Europe","Republic of Moldova","F","A","Swimming","0","0","0"
"Roderick Chisholm","North America","Australia","M","D","Rowing","0","0","0"
"Andreea Chitu","Asia","Romania","F","B","Judo","0","0","0"
"Freedom Chiya","Africa","South Africa","M","D","Beach Volleyball","0","0","0"
"Karolina Chlewinska","Europe","Poland","F","C","Fencing","0","0","0"
"Eunji Cho","Asia","Republic of Korea","F","B","Hockey","0","0","0"
"Hosung Cho","Asia","Republic of Korea","M","D","Cycling - Track","0","0","0"
"Jun-Ho Cho","Asia","Republic of Korea","M","B","Judo","0","0","1"
"Suk Hoon Cho","Asia","Republic of Korea","M","C","Hockey","0","0","0"
"Sungmin Cho","Asia","Republic of Korea","M","C","Sailing","0","0","0"
"Yongseong Cho","Asia","Republic of Korea","M","C","Shooting","0","0","0"
"Andres Chocho","South America","Ecuador","M","C","Athletics","0","0","0"
"Petra Chocova","Europe","Czech Republic","F","C","Swimming","0","0","0"
"Kunzang Choden","Asia","Bhutan","F","C","Shooting","0","0","0"
"Mi Gyong Choe","Asia","Democratic People's Republic  of Korea","F","B","Football","0","0","0"
"Un Gyong Choe","Asia","Democratic People's Republic  of Korea","F","B","Wrestling","0","0","0"
"Un Ju Choe","Asia","Democratic People's Republic  of Korea","F","B","Football","0","0","0"
"Yong Sim Choe","Asia","Democratic People's Republic  of Korea","F","B","Football","0","0","0"
"Byungchul Choi","Asia","Republic of Korea","M","D","Fencing","0","0","1"
"Eunsook Choi","Asia","Republic of Korea","F","C","Fencing","0","1","0"
"Gwang-Hyeon Choi","Asia","Republic of Korea","M","C","Judo","0","0","0"
"Gyujin Choi","Asia","Republic of Korea","M","C","Wrestling","0","0","0"
"Hye Ra Choi","Asia","Republic of Korea","F","B","Swimming","0","0","0"
"Hyeonju Choi","Asia","Republic of Korea","F","C","Archery","1","0","0"
"Im Jeong Choi","Asia","Republic of Korea","F","D","Handball","0","0","0"
"Injeong Choi","Asia","Republic of Korea","F","B","Fencing","0","1","0"
"Kyuwoong Choi","Asia","Republic of Korea","M","B","Swimming","0","0","0"
"Seung Woo Choi","Asia","Republic of Korea","M","B","Cycling - Track","0","0","0"
"Young Rae Choi","Asia","Republic of Korea","M","D","Shooting","0","1","0"
"Yun-Hee Choi","Asia","Republic of Korea","F","C","Athletics","0","0","0"
"Velichko Cholakov","Europe","Azerbaijan","M","D","Weightlifting","0","0","0"
"Leanne Choo","North America","Australia","F","B","Badminton","0","0","0"
"Chauzje Choosha","Africa","Zambia","F","A","Athletics","0","0","0"
"Dilshod Choriev","Asia","Uzbekistan","M","C","Judo","0","0","0"
"Rachid Chouhal","Europe","Malta","M","D","Athletics","0","0","0"
"Marouan Chouiref","Africa","Tunisia","M","B","Handball","0","0","0"
"Maialen Chourraut","Europe","Spain","F","C","Canoe Slalom","0","0","1"
"Shagun Chowdhary","Asia","India","F","C","Shooting","0","0","0"
"Kim Christensen","Europe","Denmark","M","C","Athletics","0","0","0"
"Brendan Christian","North America","Antigua and Barbuda","M","C","Athletics","0","0","0"
"Erika Christiano dos Santos","South America","Brazil","F","B","Football","0","0","0"
"Carina Christiansen","Europe","Denmark","F","B","Archery","0","0","0"
"Stephane Christidis","Europe","France","M","D","Sailing","0","0","0"
"Ioannis Christou","Europe","Greece","M","C","Rowing","0","0","0"
"Jinling Chu","Asia","People's Republic of China","F","C","Volleyball","0","0","0"
"Chia-Jung Chuang","Asia","Taipei (Chinese Taipei)","F","C","Tennis","0","0","0"
"Chih-Yuan Chuang","Asia","Taipei (Chinese Taipei)","M","D","Table Tennis","0","0","0"
"Ioseb Chugoshvili","Europe","Belarus","M","C","Wrestling","0","0","0"
"Clarissa Kyoko Mei Ling Chun","North America","United States of America","F","D","Wrestling","0","0","1"
"Jae Sung Chung","Asia","Republic of Korea","M","C","Badminton","0","0","1"
"Jung-Yeon Chung","Asia","Republic of Korea","F","C","Judo","0","0","0"
"Yunhee Chung","Asia","Republic of Korea","F","C","Athletics","0","0","0"
"Elena Churakova","Asia","Russian Federation","F","C","Athletics","0","0","0"
"Andrei Churyla","Europe","Belarus","M","A","Athletics","0","0","0"
"Marcos Chuva","Europe","Portugal","M","B","Athletics","0","0","0"
"Illya Chuyev","Europe","Ukraine","M","C","Swimming","0","0","0"
"Sergii Chykanov","Europe","Ukraine","M","D","Rowing","0","0","0"
"Antonio Ciano","Europe","Italy","M","D","Judo","0","0","0"
"Anne Cibis","Europe","Germany","F","C","Athletics","0","0","0"
"Dominika Cibulkova","Europe","Slovakia","F","B","Tennis","0","0","0"
"Greta Cicolari","Europe","Italy","F","C","Beach Volleyball","0","0","0"
"Cesar Cielo","South America","Brazil","M","C","Swimming","0","0","1"
"Javier Cienfuegos","Europe","Spain","M","B","Athletics","0","0","0"
"Marcin Cieslak","Europe","Poland","M","B","Swimming","0","0","0"
"Iva Ciglar","Europe","Croatia","F","C","Basketball","0","0","0"
"Marin Cilic","Europe","Croatia","M","B","Tennis","0","0","0"
"Ates Cinar","Asia","Turkey","M","C","Sailing","0","0","0"
"Deniz Cinar","Asia","Turkey","M","C","Sailing","0","0","0"
"Ondrej Cink","Europe","Czech Republic","M","B","Cycling - Mountain Bike","0","0","0"
"Mihaela Ciobanu Ciobanu","Europe","Spain","F","D","Handball","0","0","1"
"Stefano Cipressi","Europe","Italy","M","C","Canoe Slalom","0","0","0"
"Anatoli Ciricu","Europe","Republic of Moldova","M","B","Weightlifting","0","0","1"
"Christopher Ciriello","North America","Australia","M","C","Hockey","0","0","1"
"Sorana Cirstea","Asia","Romania","F","B","Tennis","0","0","0"
"Omar Cisneros","North America","Cuba","M","B","Athletics","0","0","0"
"Saliou Ciss","Africa","Senegal","M","B","Football","0","0","0"
"Sandie Clair","Europe","France","F","B","Cycling - Track","0","0","0"
"Stephane Clamens","Europe","France","M","D","Shooting","0","0","0"
"Edward Clancy","Europe","Great Britain","M","C","Cycling - Track","1","0","1"
"Francesca Clapcich","Europe","Italy","F","B","Sailing","0","0","0"
"Amanda Clark","North America","United States of America","F","D","Sailing","0","0","0"
"Aoife Clark","Europe","Ireland","F","D","Equestrian","0","0","0"
"Dan Clark","Europe","Great Britain","M","B","Basketball","0","0","0"
"James Clark","North America","Australia","M","B","Water Polo","0","0","0"
"Sarah Clark","Europe","Great Britain","F","D","Judo","0","0","0"
"Saskia Clark","Europe","Great Britain","F","D","Sailing","0","1","0"
"Jessica Clarke","Europe","Great Britain","F","B","Football","0","0","0"
"Jonathan Clarke","Europe","Great Britain","M","D","Hockey","0","0","0"
"Lawrence Clarke","Europe","Great Britain","M","B","Athletics","0","0","0"
"Richard Clarke","North America","Canada","M","D","Sailing","0","0","0"
"Tyler Clary","North America","United States of America","M","B","Swimming","1","0","0"
"Fabiana Claudino","South America","Brazil","F","C","Volleyball","1","0","0"
"Victor Claver","Europe","Spain","M","B","Basketball","0","1","0"
"Amy Clay","North America","Australia","F","D","Rowing","0","0","0"
"Will Claye","North America","United States of America","M","B","Athletics","0","1","1"
"Francesca Clayton","Europe","Great Britain","F","B","Water Polo","0","0","0"
"Jacob Clear","North America","Australia","M","C","Canoe Sprint","1","0","0"
"Tim Cleland","North America","Australia","M","C","Water Polo","0","0","0"
"Kerron Clement","North America","United States of America","M","C","Athletics","0","0","0"
"Valerio Cleri","Europe","Italy","M","D","Swimming","0","0","0"
"Tom Cleverley","Europe","Great Britain","M","B","Football","0","0","0"
"Marcus Cleverly","Europe","Denmark","M","D","Handball","0","0","0"
"Kim Clijsters","Europe","Belgium","F","C","Tennis","0","0","0"
"Jade Close","North America","Australia","F","B","Hockey","0","0","0"
"Elodie Clouvel","Europe","France","F","B","Modern Pentathlon","0","0","0"
"Sebastian Coates","South America","Uruguay","M","B","Football","0","0","0"
"Yariulvis Cobas","North America","Cuba","F","B","Rowing","0","0","0"
"Guilherme Cobbo","South America","Brazil","M","B","Athletics","0","0","0"
"Emma Coburn","North America","United States of America","F","B","Athletics","0","0","0"
"Ryan Cochrane","North America","Canada","M","C","Canoe Sprint","0","0","0"
"Ryan Cochrane","North America","Canada","M","B","Swimming","0","1","0"
"Alexandru Coci","Asia","Romania","M","B","Swimming","0","0","0"
"Marius Cocioran","Asia","Romania","M","C","Athletics","0","0","0"
"Roxana Daniela Cocos","Asia","Romania","F","B","Weightlifting","0","1","0"
"Giovanni Codrington","Europe","Netherlands","M","B","Athletics","0","0","0"
"Willem Coertzen","Africa","South Africa","M","C","Athletics","0","0","0"
"Pietie Coetzee","Africa","South Africa","F","D","Hockey","0","0","0"
"Corey Cogdell","North America","United States of America","F","C","Shooting","0","0","0"
"Roxana Cogianu","Asia","Romania","F","C","Rowing","0","0","0"
"Gil Cohen","Asia","Israel","F","B","Sailing","0","0","0"
"Nathan Cohen","Oceania","New Zealand","M","C","Rowing","1","0","0"
"Fabrice Coiffic","Africa","Mauritius","M","C","Athletics","0","0","0"
"Adelina Cojocariu","Asia","Romania","F","B","Rowing","0","0","0"
"Olesea Cojuhari","Europe","Republic of Moldova","F","B","Athletics","0","0","0"
"Brendan Cole","North America","Australia","M","D","Athletics","0","0","0"
"Charles Cole","North America","United States of America","M","C","Rowing","0","0","1"
"Ellis E Coleman","North America","United States of America","M","B","Wrestling","0","0","0"
"Michelle Coleman","Europe","Sweden","F","A","Swimming","0","0","0"
"William Coleman","North America","United States of America","M","C","Equestrian","0","0","0"
"Nadia Colhado","South America","Brazil","F","B","Basketball","0","0","0"
"William Collazo","North America","Cuba","M","C","Athletics","0","0","0"
"Rodolfo Collazo Tourn","South America","Uruguay","M","C","Rowing","0","0","0"
"Saruba Colley","Africa","Gambia","F","B","Athletics","0","0","0"
"Kim Collins","North America","Saint Kitts and Nevis","M","D","Athletics","0","0","0"
"Stef Collins","Europe","Great Britain","F","C","Basketball","0","0","0"
"Simone Collio","Europe","Italy","M","D","Athletics","0","0","0"
"Carlos Coloma Nicolas","Europe","Spain","M","D","Cycling - Mountain Bike","0","0","0"
"Hilder Colon","North America","Honduras","M","B","Football","0","0","0"
"Carolina Colorado Henao","South America","Colombia","F","B","Swimming","0","0","0"
"Reinaldo Colucci","South America","Brazil","M","C","Triathlon","0","0","0"
"Dimitri Colupaev","Europe","Germany","M","B","Swimming","0","0","0"
"Chris Colwill","North America","United States of America","M","C","Diving","0","0","0"
"Rocio Comba","South America","Argentina","F","C","Athletics","0","0","0"
"Benjamin Compaore","Europe","France","M","C","Athletics","0","0","0"
"Kim Conley","North America","United States of America","F","C","Athletics","0","0","0"
"Jared Connaughton","North America","Canada","M","C","Athletics","0","0","0"
"James Connor","North America","Australia","M","A","Diving","0","0","0"
"Rosaria Console","Europe","Italy","F","D","Athletics","0","0","0"
"Facundo Conte","South America","Argentina","M","B","Volleyball","0","0","0"
"Giulia Conti","Europe","Italy","F","C","Sailing","0","0","0"
"Yuderqui Contreras","North America","Dominican Republic","F","C","Weightlifting","0","0","0"
"Edickson Contreras Bracho","South America","Venezuela","M","B","Diving","0","0","0"
"Sally Conway","Europe","Great Britain","F","C","Judo","0","0","0"
"Gordon Cook","North America","Canada","M","D","Sailing","0","0","0"
"Kristina Cook","Europe","Great Britain","F","D","Equestrian","0","1","0"
"Nat Cook","North America","Australia","F","D","Beach Volleyball","0","0","0"
"Sarah Cook","North America","Australia","F","C","Rowing","0","0","0"
"Nicole Cooke","Europe","Great Britain","F","C","Cycling - Road","0","0","0"
"Reid Coolsaet","North America","Canada","M","D","Athletics","0","0","0"
"Melody Cooper","Oceania","New Zealand","F","C","Hockey","0","0","0"
"Anuradha Cooray","Asia","Sri Lanka","M","D","Athletics","0","0","0"
"Iztok Cop","Europe","Slovenia","M","D","Rowing","0","0","1"
"Ana Copado Amoros","Europe","Spain","F","D","Water Polo","0","1","0"
"Katherine Copeland","Europe","Great Britain","F","B","Rowing","1","0","0"
"Leslie Copeland","Oceania","Fiji","M","B","Athletics","0","0","0"
"Alexis Copello","North America","Cuba","M","C","Athletics","0","0","0"
"Erica Coppey","Europe","Belgium","F","B","Hockey","0","0","0"
"Bryan Coquard","Europe","France","M","B","Cycling - Track","0","1","0"
"Carlos Cordero","North America","Mexico","M","D","Athletics","0","0","0"
"Audrey Cordon","Europe","France","F","B","Cycling - Road","0","0","0"
"Kevin Cordon","North America","Guatemala","M","C","Badminton","0","0","0"
"Jack Cork","Europe","Great Britain","M","B","Football","0","0","0"
"Adelinde Cornelissen","Europe","Netherlands","F","D","Equestrian","0","1","1"
"Jacob Cornelius","North America","United States of America","M","C","Rowing","0","0","0"
"Alize Cornet","Europe","France","F","B","Tennis","0","0","0"
"Dominique Cornu","Europe","Belgium","M","C","Cycling - Track","0","0","0"
"Jose Corona","North America","Mexico","M","D","Football","1","0","0"
"Luciano Correa","South America","Brazil","M","C","Judo","0","0","0"
"Miguel Antonio Correa","South America","Argentina","M","C","Canoe Sprint","0","0","0"
"Francisco Cortes","Europe","Spain","M","C","Hockey","0","0","0"
"Javier Cortes","North America","Mexico","M","B","Football","1","0","0"
"Onix Cortes Aldama","North America","Cuba","F","B","Judo","0","0","0"
"Edgar Cortez","North America","Nicaragua","M","B","Athletics","0","0","0"
"Javier Cortina Lacerra","North America","Cuba","M","C","Wrestling","0","0","0"
"Jessica Cosby","North America","United States of America","F","D","Athletics","0","0","0"
"Joao Costa","Europe","Portugal","M","D","Shooting","0","0","0"
"Karla Costa","South America","Brazil","F","D","Basketball","0","0","0"
"Keila Costa","South America","Brazil","F","C","Athletics","0","0","0"
"Rui Alberto Faria Costa","Europe","Portugal","M","C","Cycling - Road","0","0","0"
"Melania Costa Schmid","Europe","Spain","F","B","Swimming","0","0","0"
"Carolina del Pilar Costagrande","Europe","Italy","F","D","Volleyball","0","0","0"
"Kalle Coster","Europe","Netherlands","M","C","Sailing","0","0","0"
"Sven Coster","Europe","Netherlands","M","D","Sailing","0","0","0"
"Bernadette Coston","Africa","South Africa","F","B","Hockey","0","0","0"
"Johnno Cotterill","North America","Australia","M","B","Water Polo","0","0","0"
"Aleksandra Cotti","Europe","Italy","F","B","Water Polo","0","0","0"
"Hector Cotto","North America","Puerto Rico","M","C","Athletics","0","0","0"
"Amy Cotton","North America","Canada","F","D","Judo","0","0","0"
"Tonia Couch","Europe","Great Britain","F","B","Diving","0","0","0"
"Tiana Coudray","North America","United States of America","F","B","Equestrian","0","0","0"
"Bryn Coudraye","North America","Australia","M","C","Rowing","0","0","0"
"Natalie Coughlin","North America","United States of America","F","C","Swimming","0","0","1"
"Charles Cousins","Europe","Great Britain","M","B","Rowing","0","0","0"
"Geisa Aparecida Coutinho","South America","Brazil","F","D","Athletics","0","0","0"
"Kurt Couto","Africa","Mozambique","M","C","Athletics","0","0","0"
"Alicia Coutts","North America","Australia","F","B","Swimming","1","3","1"
"Tomas Couve Correa","South America","Chile","M","D","Equestrian","0","0","0"
"Dean Couzins","Oceania","New Zealand","M","D","Hockey","0","0","0"
"Kirsty Coventry","Africa","Zimbabwe","F","C","Swimming","0","0","0"
"Sarah Cowley","Oceania","New Zealand","F","C","Athletics","0","0","0"
"Lionel Cox","Europe","Belgium","M","D","Shooting","0","1","0"
"Shana Cox","Europe","Great Britain","F","C","Athletics","0","0","0"
"Sophie Cox","Europe","Great Britain","F","D","Judo","0","0","0"
"Natalya Coyle","Europe","Ireland","F","B","Modern Pentathlon","0","0","0"
"Marius-Vasile Cozmiuc","Asia","Romania","M","A","Rowing","0","0","0"
"Alistair Ian Cragg","Europe","Ireland","M","D","Athletics","0","0","0"
"Hannah Craig","Europe","Ireland","F","C","Canoe Slalom","0","0","0"
"Kami Craig","North America","United States of America","F","C","Water Polo","1","0","0"
"Brooke Crain","North America","United States of America","F","A","Cycling - BMX","0","0","0"
"Lauren Crandall","North America","United States of America","F","C","Hockey","0","0","0"
"Rob Crane","North America","United States of America","M","C","Sailing","0","0","0"
"Dan Craven","Africa","Namibia","M","C","Cycling - Road","0","0","0"
"Saul Craviotto Rivero","Europe","Spain","M","C","Canoe Sprint","0","1","0"
"Peter Crawford","North America","Australia","M","D","Basketball","0","0","0"
"David Crawshay","North America","Australia","M","D","Rowing","0","0","0"
"Esther Cremer","Europe","Germany","F","B","Athletics","0","0","0"
"Pablo Crer","South America","Argentina","M","B","Volleyball","0","0","0"
"Edgar Crespo","North America","Panama","M","B","Swimming","0","0","0"
"Adrian Crisan","Asia","Romania","M","D","Table Tennis","0","0","0"
"Wilmer Crisanto","North America","Honduras","M","B","Football","0","0","0"
"Jessica Crisp","North America","Australia","F","D","Sailing","0","0","0"
"Jose Cristobal","North America","Mexico","M","C","Canoe Sprint","0","0","0"
"Paola Croce","Europe","Italy","F","D","Volleyball","0","0","0"
"Louis Croenen","Europe","Belgium","M","A","Swimming","0","0","0"
"Sabrina Crognale","Europe","Italy","F","C","Modern Pentathlon","0","0","0"
"Florin Ionut Croitoru","Asia","Romania","M","A","Weightlifting","0","0","0"
"Andrew Cronje","Africa","South Africa","M","C","Hockey","0","0","0"
"Toni Cronk","North America","Australia","F","D","Hockey","0","0","0"
"Will Crothers","North America","Canada","M","C","Rowing","0","1","0"
"Charl Crous","Africa","South Africa","M","B","Swimming","0","0","0"
"Francisca Crovetto Chadid","South America","Chile","F","B","Shooting","0","0","0"
"Kim Crow","North America","Australia","F","C","Rowing","0","1","1"
"Clarisse Cruz","Europe","Portugal","F","D","Athletics","0","0","0"
"Yanet Cruz","North America","Cuba","F","B","Athletics","0","0","0"
"Dora Csabai","Europe","Hungary","F","B","Water Polo","0","0","0"
"Gabor Csaszar","Europe","Hungary","M","C","Handball","0","0","0"
"Laszlo Cseh","Europe","Hungary","M","C","Swimming","0","0","1"
"Eva Csernoviczki","Europe","Hungary","F","C","Judo","0","0","1"
"Douglas Csima","North America","Canada","M","C","Rowing","0","1","0"
"Laszlo Csoknyai","Europe","Hungary","M","B","Judo","0","0","0"
"Zsofia Csonka","Europe","Hungary","F","C","Shooting","0","0","0"
"Veronica Cuadrado Dehesa","Europe","Spain","F","D","Handball","0","0","1"
"Francisco Cubelos Sanchez","Europe","Spain","M","A","Canoe Sprint","0","0","0"
"Catriona Cuddihy","Europe","Ireland","F","C","Athletics","0","0","0"
"Joanne Cuddihy","Europe","Ireland","F","C","Athletics","0","0","0"
"Virginie Cueff","Europe","France","F","B","Cycling - Track","0","0","0"
"Michelle Cueni","Europe","Switzerland","F","C","Athletics","0","0","0"
"Elias Cuesta","Europe","Spain","M","C","Archery","0","0","0"
"Gustavo Cuesta","North America","Dominican Republic","M","B","Athletics","0","0","0"
"Winder Cuevas","North America","Dominican Republic","M","B","Athletics","0","0","0"
"Qiuxia Cui","Asia","People's Republic of China","F","B","Hockey","0","0","0"
"Crista Cullen","Europe","Great Britain","F","C","Hockey","0","0","1"
"Julie Culley","North America","United States of America","F","D","Athletics","0","0","0"
"Javier Culson","North America","Puerto Rico","M","C","Athletics","0","0","1"
"Leandro Cunha","South America","Brazil","M","D","Judo","0","0","0"
"Pedro Cunha","South America","Brazil","M","C","Beach Volleyball","0","0","0"
"Petar Cupac","Europe","Croatia","M","D","Sailing","0","0","0"
"Ivan Cupic","Europe","Croatia","M","C","Handball","0","0","1"
"Amy Cure","North America","Australia","F","A","Cycling - Track","0","0","0"
"Benjamin Cureton","North America","Australia","M","D","Rowing","0","0","0"
"Nina Curtis","North America","Australia","F","B","Sailing","0","1","0"
"Florin Curuea","Asia","Romania","M","D","Rowing","0","0","0"
"Dalibor Cutura","Europe","Serbia","M","D","Handball","0","0","0"
"Adam Cwalina","Europe","Poland","M","C","Badminton","0","0","0"
"Przemyslaw Czajkowski","Europe","Poland","M","B","Athletics","0","0","0"
"Maria Czakova","Europe","Slovakia","F","B","Athletics","0","0","0"
"Konrad Czerniak","Europe","Poland","M","B","Swimming","0","0","0"
"Maria Czesnik","Europe","Poland","F","D","Triathlon","0","0","0"
"Dora Czigany","Europe","Hungary","F","A","Water Polo","0","0","0"
"Francesco D Aniello","Europe","Italy","M","D","Shooting","0","0","0"
